image_path,is_anomaly,anomaly_type,bbox_x1,bbox_y1,bbox_x2,bbox_y2
infrared/ir_0456.png,0,NONE,-1,-1,-1,-1
infrared/ir_0457.png,0,NONE,-1,-1,-1,-1
infrared/ir_0458.png,0,NONE,-1,-1,-1,-1
infrared/ir_0459.png,0,NONE,-1,-1,-1,-1
infrared/ir_0460.png,0,NONE,-1,-1,-1,-1
infrared/ir_0461.png,1,THERMAL_ANOMALY,32,72,50,90
infrared/ir_0462.png,0,NONE,-1,-1,-1,-1
infrared/ir_0463.png,0,NONE,-1,-1,-1,-1
infrared/ir_0464.png,0,NONE,-1,-1,-1,-1
infrared/ir_0465.png,0,NONE,-1,-1,-1,-1
infrared/ir_0466.png,0,NONE,-1,-1,-1,-1
infrared/ir_0467.png,0,NONE,-1,-1,-1,-1
infrared/ir_0468.png,0,NONE,-1,-1,-1,-1
infrared/ir_0469.png,0,NONE,-1,-1,-1,-1
infrared/ir_0470.png,0,NONE,-1,-1,-1,-1
infrared/ir_0471.png,1,THERMAL_ANOMALY,32,41,44,53
infrared/ir_0472.png,0,NONE,-1,-1,-1,-1
infrared/ir_0473.png,0,NONE,-1,-1,-1,-1
infrared/ir_0474.png,0,NONE,-1,-1,-1,-1
infrared/ir_0475.png,0,NONE,-1,-1,-1,-1
infrared/ir_0476.png,0,NONE,-1,-1,-1,-1
infrared/ir_0477.png,0,NONE,-1,-1,-1,-1
infrared/ir_0478.png,0,NONE,-1,-1,-1,-1
infrared/ir_0479.png,0,NONE,-1,-1,-1,-1
infrared/ir_0480.png,0,NONE,-1,-1,-1,-1
infrared/ir_0481.png,1,THERMAL_ANOMALY,34,63,54,83
infrared/ir_0482.png,0,NONE,-1,-1,-1,-1
infrared/ir_0483.png,0,NONE,-1,-1,-1,-1
infrared/ir_0484.png,0,NONE,-1,-1,-1,-1
infrared/ir_0485.png,0,NONE,-1,-1,-1,-1
infrared/ir_0486.png,0,NONE,-1,-1,-1,-1
infrared/ir_0487.png,0,NONE,-1,-1,-1,-1
infrared/ir_0488.png,0,NONE,-1,-1,-1,-1
infrared/ir_0489.png,0,NONE,-1,-1,-1,-1
infrared/ir_0490.png,0,NONE,-1,-1,-1,-1
infrared/ir_0491.png,1,THERMAL_ANOMALY,76,78,88,90
infrared/ir_0492.png,0,NONE,-1,-1,-1,-1
infrared/ir_0493.png,0,NONE,-1,-1,-1,-1
infrared/ir_0494.png,0,NONE,-1,-1,-1,-1
infrared/ir_0495.png,0,NONE,-1,-1,-1,-1
infrared/ir_0496.png,0,NONE,-1,-1,-1,-1
infrared/ir_0497.png,0,NONE,-1,-1,-1,-1
infrared/ir_0498.png,0,NONE,-1,-1,-1,-1
infrared/ir_0499.png,0,NONE,-1,-1,-1,-1
infrared/ir_0500.png,0,NONE,-1,-1,-1,-1
